tweet_id,text,translated,combined,predicted_label
2023_test_main_tweet_251,@AUTHOR મને શું કામ બ્લોક કર્યો આ લખોટા ને તો હું પહેલી વાર જોવ છું 🤔🤔🤔,@Author what worked me work this Lakhota I am watching for the first time.,@AUTHOR મને શું કામ બ્લોક કર્યો આ લખોટા ને તો હું પહેલી વાર જોવ છું 🤔🤔🤔 @Author what worked me work this Lakhota I am watching for the first time.,HOF
2023_test_main_tweet_252,@AUTHOR ગધેડા તારી જેવા લોકો ના કહેવાથી એ સર્વ શ્રેષ્ઠ કંઈ રીતે બની ગયા... આ તો પોતે જ નક્કી કરી ને હાલી નીકળ્યા છો...  દિલ્હી માં જા અને સર્વે કર કેટલા લોકો એને શિક્ષણ મંત્રી માને છે.. સર્વ શ્રેષ્ઠ ની વાત તો બાજુ માં રહી...,@Author donkeys have become the best way to say no to people like you ... This is what you decide to decide on themselves ... go to Delhi and survey how many people consider it to be a minister of education.So stay in the side ...,@AUTHOR ગધેડા તારી જેવા લોકો ના કહેવાથી એ સર્વ શ્રેષ્ઠ કંઈ રીતે બની ગયા... આ તો પોતે જ નક્કી કરી ને હાલી નીકળ્યા છો...  દિલ્હી માં જા અને સર્વે કર કેટલા લોકો એને શિક્ષણ મંત્રી માને છે.. સર્વ શ્રેષ્ઠ ની વાત તો બાજુ માં રહી... @Author donkeys have become the best way to say no to people like you ... This is what you decide to decide on themselves ... go to Delhi and survey how many people consider it to be a minister of education.So stay in the side ...,NOT
2023_test_main_tweet_253,"આટલું બધું વ્હાલ તે કદી હોતું હશે ?
કોઈ પારેવું વાદળભરી રોતું હશે ?

પોતાનું તે નામ કદી કોઈ ખોતું હશે ?
આટલું બધું વ્હાલ તે કદી હોતું હશે ?

નજર લાગે એમ શું કોઈને જોતું હશે ?
આટલું બધું વ્હાલ તે કદી હોતું હશે

સુરેશ દલાલ","Will it ever be so much whale?
Will there be a cloudy crying?

Will anyone ever lose that name?
Will it ever be so much whale?

What would anyone look like?
So much whale it would never be

Suresh Dalal","આટલું બધું વ્હાલ તે કદી હોતું હશે ?
કોઈ પારેવું વાદળભરી રોતું હશે ?

પોતાનું તે નામ કદી કોઈ ખોતું હશે ?
આટલું બધું વ્હાલ તે કદી હોતું હશે ?

નજર લાગે એમ શું કોઈને જોતું હશે ?
આટલું બધું વ્હાલ તે કદી હોતું હશે

સુરેશ દલાલ Will it ever be so much whale?
Will there be a cloudy crying?

Will anyone ever lose that name?
Will it ever be so much whale?

What would anyone look like?
So much whale it would never be

Suresh Dalal",NOT
2023_test_main_tweet_254,"પારકી પંચાત : હસતાં-હસતાં પાટીલે હાર્દિકને ટોણો માર્યો; CM અને CRએ કેમ વિરમગામ લાંબા થવું પડ્યું? ભલભલાને નહીં સમજાય આ ગણિત - @URL
Download Divya Bhaskar App : @URL
#Gujarat | #HardikPatel | #ParkiPanchat @URL","Parki Panchat: Smiling Patil beat Hardik;Why did CM and CR have to go long?Don't understand the good this mathematics - @url
Download Divya Bhaskar App: @url
#Gujarat |#Hardikpatel |#Parkipanchat @url","પારકી પંચાત : હસતાં-હસતાં પાટીલે હાર્દિકને ટોણો માર્યો; CM અને CRએ કેમ વિરમગામ લાંબા થવું પડ્યું? ભલભલાને નહીં સમજાય આ ગણિત - @URL
Download Divya Bhaskar App : @URL
#Gujarat | #HardikPatel | #ParkiPanchat @URL Parki Panchat: Smiling Patil beat Hardik;Why did CM and CR have to go long?Don't understand the good this mathematics - @url
Download Divya Bhaskar App: @url
#Gujarat |#Hardikpatel |#Parkipanchat @url",NOT
2023_test_main_tweet_255,@AUTHOR સંવેદનશીલ મુખ્યમંત્રી કહેવામાં આવતા હતા.. આપણને મૂર્ખ બનાવવા માટે,@Author was called sensitive CM .. to fool us,@AUTHOR સંવેદનશીલ મુખ્યમંત્રી કહેવામાં આવતા હતા.. આપણને મૂર્ખ બનાવવા માટે @Author was called sensitive CM .. to fool us,NOT
2023_test_main_tweet_256,@AUTHOR બુદ્ધિશાળી ને ખબર જ હોય કે ક્યારે મૂર્ખ બનવું..!!buddy...😊,@Author intelligent knows when to be stupid .. !! Buddy ... 😊,@AUTHOR બુદ્ધિશાળી ને ખબર જ હોય કે ક્યારે મૂર્ખ બનવું..!!buddy...😊 @Author intelligent knows when to be stupid .. !! Buddy ... 😊,NOT
2023_test_main_tweet_257,"@AUTHOR ગુજરાત ની દલાલ મીડિયા પાસે એટલો પાવર છે કે જો તે ધારે તો પેપર કાંડ, દમી કાંડ, બોગસ ડિગ્રી કાંડ કરવા વારા અને સાથ દેવા વારા તમામ નાલાયક લોકોને સજા કરવી સકે 
પણ આ ગુજરાતની દલાલ મીડિયા દલાલી કરવાનું બંધ કરે તો આવું થાય","@Author The broker media of Gujarat has so much power that if it assumes the paper scandal, a scandal, a bogus degree, and to punish all the worthless people.
But this would happen if this Gujarat broker stops the brokerage","@AUTHOR ગુજરાત ની દલાલ મીડિયા પાસે એટલો પાવર છે કે જો તે ધારે તો પેપર કાંડ, દમી કાંડ, બોગસ ડિગ્રી કાંડ કરવા વારા અને સાથ દેવા વારા તમામ નાલાયક લોકોને સજા કરવી સકે 
પણ આ ગુજરાતની દલાલ મીડિયા દલાલી કરવાનું બંધ કરે તો આવું થાય @Author The broker media of Gujarat has so much power that if it assumes the paper scandal, a scandal, a bogus degree, and to punish all the worthless people.
But this would happen if this Gujarat broker stops the brokerage",NOT
2023_test_main_tweet_258,"@AUTHOR પેપર કાંડ, દમી કાંડ, બોગસ ડિગ્રી કાંડ જેવા મોટા કાંડ બહાર આવીયા ને આ ગુજરાત ની બધી જ દલાલ મીડિયા યે આ કાંડ વિશે સરકાર ને સવાલ કરવાને બદલે દલાલી લય ને ચૂપ રહી ને લાખો સ્ટુડન્ટ્સ અને તેના પરિવાર ના સપના ની પથારી ફેરવી દીધી","Instead of questioning the government about this scandal, all the brokers of this Gujarat, like the @Author paper scandal, Dami scandal, bogus degree scandal, remained silent and the dream of millions of students and his family.","@AUTHOR પેપર કાંડ, દમી કાંડ, બોગસ ડિગ્રી કાંડ જેવા મોટા કાંડ બહાર આવીયા ને આ ગુજરાત ની બધી જ દલાલ મીડિયા યે આ કાંડ વિશે સરકાર ને સવાલ કરવાને બદલે દલાલી લય ને ચૂપ રહી ને લાખો સ્ટુડન્ટ્સ અને તેના પરિવાર ના સપના ની પથારી ફેરવી દીધી Instead of questioning the government about this scandal, all the brokers of this Gujarat, like the @Author paper scandal, Dami scandal, bogus degree scandal, remained silent and the dream of millions of students and his family.",NOT
2023_test_main_tweet_259,"CSK vs GT IPL Qualifier 1 Result: ચેન્નાઈ સુપર કિંગ્સની ફાઈનલમાં એન્ટ્રી, ધોની સેના સામે ગુજરાતની કંગાળ બેટિંગ, 157માં સમેટાયુ

#IPL2023 #DeepakChahar #MSDhoni #HardikPandya #CSKvsGT 

@URL","CSK VS GT IPL Qualifier 1 Result: Entry into the final of Chennai Super Kings, Dhoni's batting against the army of Gujarat, 157

#IPL2023 #deepakchahar #msdhoni #hardikpandya #cskvsgt

@Url","CSK vs GT IPL Qualifier 1 Result: ચેન્નાઈ સુપર કિંગ્સની ફાઈનલમાં એન્ટ્રી, ધોની સેના સામે ગુજરાતની કંગાળ બેટિંગ, 157માં સમેટાયુ

#IPL2023 #DeepakChahar #MSDhoni #HardikPandya #CSKvsGT 

@URL CSK VS GT IPL Qualifier 1 Result: Entry into the final of Chennai Super Kings, Dhoni's batting against the army of Gujarat, 157

#IPL2023 #deepakchahar #msdhoni #hardikpandya #cskvsgt

@Url",NOT
2023_test_main_tweet_260,"CSK vs GT IPL Qualifier 1 Result: ચેન્નાઈ સુપર કિંગ્સની ફાઈનલમાં એન્ટ્રી, ધોની સેના સામે ગુજરાતની કંગાળ બેટિંગ 

#IPL2023 #DeepakChahar #MSDhoni #HardikPandya #CSKvsGT 

@URL","CSK VS GT IPL Qualifier 1 Result: Entry into Chennai Super Kings final, Dhoni army batting against Dhoni army

#IPL2023 #deepakchahar #msdhoni #hardikpandya #cskvsgt

@Url","CSK vs GT IPL Qualifier 1 Result: ચેન્નાઈ સુપર કિંગ્સની ફાઈનલમાં એન્ટ્રી, ધોની સેના સામે ગુજરાતની કંગાળ બેટિંગ 

#IPL2023 #DeepakChahar #MSDhoni #HardikPandya #CSKvsGT 

@URL CSK VS GT IPL Qualifier 1 Result: Entry into Chennai Super Kings final, Dhoni army batting against Dhoni army

#IPL2023 #deepakchahar #msdhoni #hardikpandya #cskvsgt

@Url",NOT
2023_test_main_tweet_261,"@AUTHOR બળદ ગાડાનો ટ્રેન્ડ આવે ત્યારે કહેજો, હમણાં આપણે ઉભા ઉભા જોઈએ. 😂","@Author Tell when the trend of bullock carts, we should stand up now.3","@AUTHOR બળદ ગાડાનો ટ્રેન્ડ આવે ત્યારે કહેજો, હમણાં આપણે ઉભા ઉભા જોઈએ. 😂 @Author Tell when the trend of bullock carts, we should stand up now.3",NOT
2023_test_main_tweet_262,@AUTHOR @USER 170 માણસ ટ્વીટ જોઈ એમાં થી કોઈ ને પ્રોબ્લેમ નાઈ તને એક ને જ ભમરો લાગે કે ભક્ત છો તારું મે ક્યાં પર્સનલી નામ લીધું હે,"@Author @user 170 Man saw tweets and someone from it is a problem or a devotee, where I named your person.","@AUTHOR @USER 170 માણસ ટ્વીટ જોઈ એમાં થી કોઈ ને પ્રોબ્લેમ નાઈ તને એક ને જ ભમરો લાગે કે ભક્ત છો તારું મે ક્યાં પર્સનલી નામ લીધું હે @Author @user 170 Man saw tweets and someone from it is a problem or a devotee, where I named your person.",HOF
2023_test_main_tweet_263,@AUTHOR આવી ગયા ને ગધેડા નુ પીવા વાળા લાગે છે આજે કોઈએ 2 પોટલી પીવડાવી દીધી છે 😂😅😉,@Author has come and looks like a donkey.,@AUTHOR આવી ગયા ને ગધેડા નુ પીવા વાળા લાગે છે આજે કોઈએ 2 પોટલી પીવડાવી દીધી છે 😂😅😉 @Author has come and looks like a donkey.,NOT
2023_test_main_tweet_264,"આ છે દુનિયાનો સૌથી નાનો વાંદરો, વજન માત્ર 100 ગ્રામ!

#Pygmymarmosets #Monkey #Smallestmonkey #World #Amazonforest #Video #ZEE24KalakOriginalVideo @URL","This is the smallest monkey in the world, only 100 grams of weight!

#Pygmymarmosets #monkey #smallestmonkey #world #amazonforeest #video #zee24kalakoriginalvideo @url","આ છે દુનિયાનો સૌથી નાનો વાંદરો, વજન માત્ર 100 ગ્રામ!

#Pygmymarmosets #Monkey #Smallestmonkey #World #Amazonforest #Video #ZEE24KalakOriginalVideo @URL This is the smallest monkey in the world, only 100 grams of weight!

#Pygmymarmosets #monkey #smallestmonkey #world #amazonforeest #video #zee24kalakoriginalvideo @url",NOT
2023_test_main_tweet_265,"અંત તો છે અનંતને શોધું છું..

દૂધ તો છે બસ ચા -ખાંડના ડબ્બા શોધું છું 🤪🤪

- વેકેશનમાં બૈરુ પિયરે ગયા બાદ કનિયાના હાલ 😂😂😂","The end is to find infinite ..

Milk is a bus -tea bin.

- Kania's present after Bairu Pierre on vacation","અંત તો છે અનંતને શોધું છું..

દૂધ તો છે બસ ચા -ખાંડના ડબ્બા શોધું છું 🤪🤪

- વેકેશનમાં બૈરુ પિયરે ગયા બાદ કનિયાના હાલ 😂😂😂 The end is to find infinite ..

Milk is a bus -tea bin.

- Kania's present after Bairu Pierre on vacation",NOT
2023_test_main_tweet_266,"@AUTHOR હે પ્રભુ આવા દલાલ મીડિયા વારા કિયાથી આવે છે કાય ખબર નથી પડતી
આવા દલાલ મીડિયા વારા પેપરકાંડ,દમીકાંડ, બોગસડિગ્રી કાંડ જેવા મોટા મોટા કાંડ બહાર આવીયા તિયાંરે આ દલાલ મીડિયા વારા સરકારને સવાલ કરવાને બદલે ચૂપ રહીને દલાલી કરતા હતા
બાકી એક સમય હતોકે આખો દિવસ માઈક હાથમા લયને ફરતા","@Author Hey Lord does not know where such a broker media comes from
The big scandal like paper, Damikand, Bogsdigri scandal came out of such brokers.
The rest of the time was all day long moving in the mike hand","@AUTHOR હે પ્રભુ આવા દલાલ મીડિયા વારા કિયાથી આવે છે કાય ખબર નથી પડતી
આવા દલાલ મીડિયા વારા પેપરકાંડ,દમીકાંડ, બોગસડિગ્રી કાંડ જેવા મોટા મોટા કાંડ બહાર આવીયા તિયાંરે આ દલાલ મીડિયા વારા સરકારને સવાલ કરવાને બદલે ચૂપ રહીને દલાલી કરતા હતા
બાકી એક સમય હતોકે આખો દિવસ માઈક હાથમા લયને ફરતા @Author Hey Lord does not know where such a broker media comes from
The big scandal like paper, Damikand, Bogsdigri scandal came out of such brokers.
The rest of the time was all day long moving in the mike hand",NOT
2023_test_main_tweet_267,"પેટ્રોલ પમ્પને નિશાન બનાવતા ચોરો #CCTV માં કેદ 
ડભોઇ તિલકવાડા રોડ પેટ્રોલ પંપે #CCTV માં કેદ થયા ચોર 
લોકલ ક્રાઇમ બ્રાન્ચ પોલીસે 2 ચોરને ઝડપી પાડ્યા 
#Mantavyanews #Gujarat #dabhoi #petrolpumps @URL","Thieves imprisoned in #cctv targeting petrol pumps
Thieves imprisoned in Dabhoi Tilakwada Road Patrol Pump
Local Crime Branch Police speed up 2 thieves
#Mantavyanews #gujarat #dabhoi #petrolpumps @url","પેટ્રોલ પમ્પને નિશાન બનાવતા ચોરો #CCTV માં કેદ 
ડભોઇ તિલકવાડા રોડ પેટ્રોલ પંપે #CCTV માં કેદ થયા ચોર 
લોકલ ક્રાઇમ બ્રાન્ચ પોલીસે 2 ચોરને ઝડપી પાડ્યા 
#Mantavyanews #Gujarat #dabhoi #petrolpumps @URL Thieves imprisoned in #cctv targeting petrol pumps
Thieves imprisoned in Dabhoi Tilakwada Road Patrol Pump
Local Crime Branch Police speed up 2 thieves
#Mantavyanews #gujarat #dabhoi #petrolpumps @url",NOT
2023_test_main_tweet_268,"પારકી પંચાત : નીતિન પટેલને કેમ ઉડી ગયો છે રસ? ક્યારે શું બનવું એમાં યજ્ઞેશભાઈ કન્ફ્યૂઝ્ડ; અહમદ પટેલના વારસદારની કોંગ્રેસમાં ઉપેક્ષા; 'ક'ની શરૂ થઈ પનોતી! - @URL
Download Divya Bhaskar App : @URL
#Gujarat | #NitinPatel | #ParkiPanchat @URL","Parki Panchayat: Why is Nitin Patel flying?Yajeshbhai confused when to be;Neglect in the Congress of Ahmed Patel's heir;'K' began!- @url
Download Divya Bhaskar App: @url
#Gujarat |#Nitinpatel |#Parkipanchat @url","પારકી પંચાત : નીતિન પટેલને કેમ ઉડી ગયો છે રસ? ક્યારે શું બનવું એમાં યજ્ઞેશભાઈ કન્ફ્યૂઝ્ડ; અહમદ પટેલના વારસદારની કોંગ્રેસમાં ઉપેક્ષા; 'ક'ની શરૂ થઈ પનોતી! - @URL
Download Divya Bhaskar App : @URL
#Gujarat | #NitinPatel | #ParkiPanchat @URL Parki Panchayat: Why is Nitin Patel flying?Yajeshbhai confused when to be;Neglect in the Congress of Ahmed Patel's heir;'K' began!- @url
Download Divya Bhaskar App: @url
#Gujarat |#Nitinpatel |#Parkipanchat @url",NOT
2023_test_main_tweet_269,@AUTHOR @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER મૂર્ખ તો તારા જેવા ❤️ ડા છે 🤣🤣,@Author @user @user @user @user @user @user @user @user @user,@AUTHOR @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER મૂર્ખ તો તારા જેવા ❤️ ડા છે 🤣🤣 @Author @user @user @user @user @user @user @user @user @user,HOF
2023_test_main_tweet_270,"મકરપુરા GIDCમાં ભર બપોરે ત્રાટક્યા ચોર, કંપનીમાંથી થઇ લોખંડના પાઈપની ચોરી

#Gujarat #News18GujaratiNo1 #Vadodara @URL","Thieves struck in Makarpura GIDC, theft of iron pipes from the company

#Gujarat #News18Gujaratino1 #vadodara @url","મકરપુરા GIDCમાં ભર બપોરે ત્રાટક્યા ચોર, કંપનીમાંથી થઇ લોખંડના પાઈપની ચોરી

#Gujarat #News18GujaratiNo1 #Vadodara @URL Thieves struck in Makarpura GIDC, theft of iron pipes from the company

#Gujarat #News18Gujaratino1 #vadodara @url",NOT
2023_test_main_tweet_271,"છે કોઈ ગોદી મીડિયા નો દલાલ જે આ લોકો ના તાર પાકિસ્તાન સુધી જોડે??😂😂😂😂😂😂
કોઈ ની લાગણી દુભાય તો સરમ માં ના રહેતા😂😂 @URL","There is a docked media broker who connects the wire of these people to Pakistan ??
If someone's feel","છે કોઈ ગોદી મીડિયા નો દલાલ જે આ લોકો ના તાર પાકિસ્તાન સુધી જોડે??😂😂😂😂😂😂
કોઈ ની લાગણી દુભાય તો સરમ માં ના રહેતા😂😂 @URL There is a docked media broker who connects the wire of these people to Pakistan ??
If someone's feel",NOT
2023_test_main_tweet_272,"Vastu Tips: પુરુષોએ પોતાના પર્સમાં ન રાખવી જોઇએ આ વસ્તુઓ, કંગાળ બનતા વાર નહીં લાગે
#vastu  #vastutips
@URL @URL","Vastu Tips: Men should not be kept in their purse. These things do not seem to be poor.
#vastu #vastutips
@Url @url","Vastu Tips: પુરુષોએ પોતાના પર્સમાં ન રાખવી જોઇએ આ વસ્તુઓ, કંગાળ બનતા વાર નહીં લાગે
#vastu  #vastutips
@URL @URL Vastu Tips: Men should not be kept in their purse. These things do not seem to be poor.
#vastu #vastutips
@Url @url",NOT
2023_test_main_tweet_273,@AUTHOR અંધેર નગરી ને ગાંડુ રાજા @USER @USER,@Author Andhra Nagri Ne Gandu King @user @user,@AUTHOR અંધેર નગરી ને ગાંડુ રાજા @USER @USER @Author Andhra Nagri Ne Gandu King @user @user,HOF
2023_test_main_tweet_274,"પારકી પંચાત : હસતાં-હસતાં પાટીલે હાર્દિકને ટોણો માર્યો; CM અને CRએ કેમ વિરમગામ લાંબા થવું પડ્યું? ભલભલાને નહીં સમજાય આ ગણિત, ચૈતર વસાવાના બદલાતાં મૂડ અંગે જાણો અંદરની વાત @URL
Download DivyaBhaskar App : @URL 
#Gujarat | #HardikPatel |… @URL @URL","Parki Panchat: Smiling Patil beat Hardik;Why did CM and CR have to go long?Do not understand this mathematics, know about the changing mood of the chatter @url @url
Download Divyabhaskar App: @url
#Gujarat |#Hardikpatel |… @url @url","પારકી પંચાત : હસતાં-હસતાં પાટીલે હાર્દિકને ટોણો માર્યો; CM અને CRએ કેમ વિરમગામ લાંબા થવું પડ્યું? ભલભલાને નહીં સમજાય આ ગણિત, ચૈતર વસાવાના બદલાતાં મૂડ અંગે જાણો અંદરની વાત @URL
Download DivyaBhaskar App : @URL 
#Gujarat | #HardikPatel |… @URL @URL Parki Panchat: Smiling Patil beat Hardik;Why did CM and CR have to go long?Do not understand this mathematics, know about the changing mood of the chatter @url @url
Download Divyabhaskar App: @url
#Gujarat |#Hardikpatel |… @url @url",NOT
2023_test_main_tweet_275,"Title  :- હાર ને કાજે હરી નો મરીએ  
 Singer : રામદાસ ગોંડલીયા - શૈલેષ મહારાજ [ જબરી જુગલબંધી ] Place  : લાંબા બંદર [ દ્વારકા ]  

@URL 

🌺આપણી  આ 2 ચેનલને સબ્સ્ક્રાઇબ કરો / લાઇક કરો /શેર કરો 👍  @URL @URL @URL","Title:- Let's die
 Singer: Ramdas Gondalia - Shailesh Maharaj [Jabri Jugalbandi] Place: Long Port [Dwarka]

@Url

🌺 Subscribe to this 2 channel / Like / Share @url @url","Title  :- હાર ને કાજે હરી નો મરીએ  
 Singer : રામદાસ ગોંડલીયા - શૈલેષ મહારાજ [ જબરી જુગલબંધી ] Place  : લાંબા બંદર [ દ્વારકા ]  

@URL 

🌺આપણી  આ 2 ચેનલને સબ્સ્ક્રાઇબ કરો / લાઇક કરો /શેર કરો 👍  @URL @URL @URL Title:- Let's die
 Singer: Ramdas Gondalia - Shailesh Maharaj [Jabri Jugalbandi] Place: Long Port [Dwarka]

@Url

🌺 Subscribe to this 2 channel / Like / Share @url @url",NOT
2023_test_main_tweet_276,"7000 રુપિયા લીટર વેચાય છે ગધેડીનું દૂધ, પોતાના માલિકને એટલી કમાણી કરાવે છે કે સાંભળીને બીજીવાર કોઈને ગધેડા કહેતા 100 વાર વિચાર કરશો #businessideas #earnmoney #donkey #GujaratiNews
@URL","7000 rupees a liter of donkey milk, earning his owner so much that he hears 100 times a second time calling someone a donkey #Businessideas #EARNMONE #Donkey #gujaratinews
@Url","7000 રુપિયા લીટર વેચાય છે ગધેડીનું દૂધ, પોતાના માલિકને એટલી કમાણી કરાવે છે કે સાંભળીને બીજીવાર કોઈને ગધેડા કહેતા 100 વાર વિચાર કરશો #businessideas #earnmoney #donkey #GujaratiNews
@URL 7000 rupees a liter of donkey milk, earning his owner so much that he hears 100 times a second time calling someone a donkey #Businessideas #EARNMONE #Donkey #gujaratinews
@Url",NOT
2023_test_main_tweet_277,@AUTHOR 1.5 ના સંડાસ માં @USER ને શું મજા આવે છે યે તો કહો પેહલા. અને તમે લોકો દારૂ ના દલાલ ને કેમ બચાવો છો ?,What is the fun of @user in the sidelines of @Author 1.5.And why do you guys save a broker of alcohol?,@AUTHOR 1.5 ના સંડાસ માં @USER ને શું મજા આવે છે યે તો કહો પેહલા. અને તમે લોકો દારૂ ના દલાલ ને કેમ બચાવો છો ? What is the fun of @user in the sidelines of @Author 1.5.And why do you guys save a broker of alcohol?,NOT
2023_test_main_tweet_278,"આવા બધા કહેવાતા વિપક્ષી લેખકડા નવરી બજારના લક્ષણ છે. જ્ઞાતિ, જાતિ, ધર્મેના નામ થી અંગ્રેજોએ ચાલુ કરેલી ભાગલા પાડો પ્રથા કોંગ્રેસે આગળ વધારી અને આવા વામપંથી પત્રકારોએ એનો પ્રચાર કર્યો.

જ્યાં સુધી હિન્દુ ધર્મે અને જાતિ વચ્ચે ઘાલી ના દે ત્યાં સુધી કીડો શાંત ના થાય. @URL @URL","All such so -called opposition writers are feature of the Navari Bazaar.The division of the British by the name of caste, caste, religion, Congress has advanced to the Congress and such journalists promoted it.

Until Hinduism and caste, the worm does not calm down.@Url @url","આવા બધા કહેવાતા વિપક્ષી લેખકડા નવરી બજારના લક્ષણ છે. જ્ઞાતિ, જાતિ, ધર્મેના નામ થી અંગ્રેજોએ ચાલુ કરેલી ભાગલા પાડો પ્રથા કોંગ્રેસે આગળ વધારી અને આવા વામપંથી પત્રકારોએ એનો પ્રચાર કર્યો.

જ્યાં સુધી હિન્દુ ધર્મે અને જાતિ વચ્ચે ઘાલી ના દે ત્યાં સુધી કીડો શાંત ના થાય. @URL @URL All such so -called opposition writers are feature of the Navari Bazaar.The division of the British by the name of caste, caste, religion, Congress has advanced to the Congress and such journalists promoted it.

Until Hinduism and caste, the worm does not calm down.@Url @url",HOF
2023_test_main_tweet_279,"#Modasa  ઝડપાઇ નકલી ડબ્બા પેકિંગ કરતી ફેક્ટરી
તિરૂપતિ કપાસિયા તેલના નામે નકલી તેલના ડબ્બા
મોડાસા GIDCમાંથી SOGએ પર્દાફાશ કર્યો 
#mantavyanews #Gujarat #Fakeoilcans @URL","#Modasa speeding fake box packing factory
Fake oil bins in the name of Tirupati cottonseed oil
SOG exposed from Modasa GIDC
#mantavyanews #gujarat #fakeoilcans @url","#Modasa  ઝડપાઇ નકલી ડબ્બા પેકિંગ કરતી ફેક્ટરી
તિરૂપતિ કપાસિયા તેલના નામે નકલી તેલના ડબ્બા
મોડાસા GIDCમાંથી SOGએ પર્દાફાશ કર્યો 
#mantavyanews #Gujarat #Fakeoilcans @URL #Modasa speeding fake box packing factory
Fake oil bins in the name of Tirupati cottonseed oil
SOG exposed from Modasa GIDC
#mantavyanews #gujarat #fakeoilcans @url",NOT
2023_test_main_tweet_280,"મોડાસા : નકલી મરચા બાદ નકલી તેલ !
નકલી તેલના ડબ્બા પેકિંગ કરતી ફેક્ટરી ઝડપાય
#news18gujaratino1 #gujarat @URL","Modasa: Fake oil after fake chilli!
Factory packing fake oil bins
#News18Gujaratino1 #gujarat @url","મોડાસા : નકલી મરચા બાદ નકલી તેલ !
નકલી તેલના ડબ્બા પેકિંગ કરતી ફેક્ટરી ઝડપાય
#news18gujaratino1 #gujarat @URL Modasa: Fake oil after fake chilli!
Factory packing fake oil bins
#News18Gujaratino1 #gujarat @url",NOT
2023_test_main_tweet_281,"મોડાસા: નકલી તેલના કારોબારનો પર્દાફાશ, નકલી તેલના ડબ્બા પેકિંગ કરતી ફેક્ટરી ઝડપાઇ
#gujarat #fakeoil
@URL","MODASA: Fake oil business exposures, fake oil box packing factory
#gujarat #fakeoil
@Url","મોડાસા: નકલી તેલના કારોબારનો પર્દાફાશ, નકલી તેલના ડબ્બા પેકિંગ કરતી ફેક્ટરી ઝડપાઇ
#gujarat #fakeoil
@URL MODASA: Fake oil business exposures, fake oil box packing factory
#gujarat #fakeoil
@Url",NOT
2023_test_main_tweet_282,"ગુજરાતી ભાષાની કહેવત મુજબ:
""ગરજ ટાણે ગધેડા ને પણ બાપ કહેવો પડે"" @URL @URL","According to the Gujarati language parable:
""The donkey also has to call the donkey a father"" @url @url","ગુજરાતી ભાષાની કહેવત મુજબ:
""ગરજ ટાણે ગધેડા ને પણ બાપ કહેવો પડે"" @URL @URL According to the Gujarati language parable:
""The donkey also has to call the donkey a father"" @url @url",NOT
2023_test_main_tweet_283,"નોટોમાં નેનોચીપ લગાવીને પાંચ થી છ વર્ષ ફેરવી, હવે બધી પાછી મંગાવીને એમાં જમા થયેલો આપણો ડેટા લઈ લેશે,

પછી એ નોટ ક્યારે, ક્યાં, કોની પાસે, કઈ રીતે, કેટલી ગઈ હતી આપણી એવી તમામ માહિતી સામે આવશે અને ઇનકમ ટેક્સ વાળા એને પકડશે !

વાહિયાત વાતો મોટી મોટી ન્યુઝ ચેનલ નાં એન્કરો એ પણ કરી","Turning nanochip in the notes for five to six years, now calling for all the returns and depositing it will take our data,

Then when, where, to whom, to whom, how much, how much went to our information and catch it with income tax!

The anchors of the big news channel also did the fuck","નોટોમાં નેનોચીપ લગાવીને પાંચ થી છ વર્ષ ફેરવી, હવે બધી પાછી મંગાવીને એમાં જમા થયેલો આપણો ડેટા લઈ લેશે,

પછી એ નોટ ક્યારે, ક્યાં, કોની પાસે, કઈ રીતે, કેટલી ગઈ હતી આપણી એવી તમામ માહિતી સામે આવશે અને ઇનકમ ટેક્સ વાળા એને પકડશે !

વાહિયાત વાતો મોટી મોટી ન્યુઝ ચેનલ નાં એન્કરો એ પણ કરી Turning nanochip in the notes for five to six years, now calling for all the returns and depositing it will take our data,

Then when, where, to whom, to whom, how much, how much went to our information and catch it with income tax!

The anchors of the big news channel also did the fuck",NOT
2023_test_main_tweet_284,"ચોકીદાર ને તમે ચોર, મૂર્ખો કહી શકો છો..
🍊🍊🤣🤣 @URL","You can call the watchman a thief, fool.
🍊🍊🤣🤣 @url","ચોકીદાર ને તમે ચોર, મૂર્ખો કહી શકો છો..
🍊🍊🤣🤣 @URL You can call the watchman a thief, fool.
🍊🍊🤣🤣 @url",NOT
