tweet_id,created_at,text,user_screen_name,label,translated,combined
guj048,2023-05-26 04:25:54+00:00,@username એ પોતે પણ ગાંડો છે અને ત્યાં જવા વાળા પણ ગાંડા છે અને બંને એકબીજાઓ ને જોઈને હશે છે એમાં નવું કઈ નથી.... એમાં પણ નેશનલ ન્યુઝ વાળા પણ આ ગાંડા ને જ બતાવ્યા કરે છે. 😂😂,Akshaysutariya1,HOF,"@username is also mad and is crazy about going there, and both of them are looking at each other, there is nothing new ...3","@username એ પોતે પણ ગાંડો છે અને ત્યાં જવા વાળા પણ ગાંડા છે અને બંને એકબીજાઓ ને જોઈને હશે છે એમાં નવું કઈ નથી.... એમાં પણ નેશનલ ન્યુઝ વાળા પણ આ ગાંડા ને જ બતાવ્યા કરે છે. 😂😂 @username is also mad and is crazy about going there, and both of them are looking at each other, there is nothing new ...3"
guj049,2023-05-28 09:45:33+00:00,"વધારે પડતાં લાગણીશીલ ન બનતા 
આજના જમાના માં લાગણીશીલ વ્યક્તિ ને મૂર્ખ ગણવામાં આવે છે ..!!💯
#સત્યહકિકત",Dhanraj36948072,NOT,"Not overly emotional
In today's time the emotional person is considered as stupid .. !!
#Truthful","વધારે પડતાં લાગણીશીલ ન બનતા 
આજના જમાના માં લાગણીશીલ વ્યક્તિ ને મૂર્ખ ગણવામાં આવે છે ..!!💯
#સત્યહકિકત Not overly emotional
In today's time the emotional person is considered as stupid .. !!
#Truthful"
guj050,2023-05-19 15:57:28+00:00,"ચોર અને અભણ નેતા ઓના બાપ નોટો છાપવા નો ખર્ચ નથી ઉઠાવતા દેશ ની જનતા પર બોજો પડે છે, આવી અભણ સરકાર ને ભગાવો દેશ બચાવો @url",SaeedPa66801197,HOF,"Thieves and illiterate leaders do not spend the cost of printing notes, the people of the country are burdened with, save such illiterate government.","ચોર અને અભણ નેતા ઓના બાપ નોટો છાપવા નો ખર્ચ નથી ઉઠાવતા દેશ ની જનતા પર બોજો પડે છે, આવી અભણ સરકાર ને ભગાવો દેશ બચાવો @url Thieves and illiterate leaders do not spend the cost of printing notes, the people of the country are burdened with, save such illiterate government."
guj051,2023-05-26 10:33:28+00:00,@username હવે લોકો એ બકવાસ સાંભળવા ની અને વાંચવા ની બંધ કરી દિધી છે એટલે વધુ જવાબ નહીં આવશે.,goswamiamit009,NOT,@username now people have stopped listening to the nonsense and stop reading so there will be no answer.,@username હવે લોકો એ બકવાસ સાંભળવા ની અને વાંચવા ની બંધ કરી દિધી છે એટલે વધુ જવાબ નહીં આવશે. @username now people have stopped listening to the nonsense and stop reading so there will be no answer.
guj052,2023-05-26 10:10:48+00:00,"પારકી પંચાત : બાબા બાગેશ્વરનો કાર્યક્રમ કોણે કર્યો હાઈજેક? નેતા હોય કે જનતા કાયદો કરે કાયદાનું કામ!; મંથન બેઠક કરી પાટીલે નેતાઓનો જબરો ક્લાસ લઈ લીધો
#Gujarat | #BageshwarBaba | #ParkiPanchat
@url",Divya_Bhaskar,NOT,"Parki Panchayat: Who did the program of Baba Bageshwar hijack?Whether the leader or the public laws the law work!;After meeting the churning, Patil took a class of leaders
#Gujarat |#BageWarbaba |#Parkipanchat
@url","પારકી પંચાત : બાબા બાગેશ્વરનો કાર્યક્રમ કોણે કર્યો હાઈજેક? નેતા હોય કે જનતા કાયદો કરે કાયદાનું કામ!; મંથન બેઠક કરી પાટીલે નેતાઓનો જબરો ક્લાસ લઈ લીધો
#Gujarat | #BageshwarBaba | #ParkiPanchat
@url Parki Panchayat: Who did the program of Baba Bageshwar hijack?Whether the leader or the public laws the law work!;After meeting the churning, Patil took a class of leaders
#Gujarat |#BageWarbaba |#Parkipanchat
@url"
guj053,2023-05-27 17:37:55+00:00,@username @username હલકો,chetansumera33,HOF,@username @username lightweight,@username @username હલકો @username @username lightweight
guj054,2023-05-21 16:14:51+00:00,@username હજી અહમદાવાદ માં વિકાસ ફરે છે બાપુ 🙏અમારા છોટાઉદેપુર ના ગામડા માં તો વિકાસ થઈ ગાંડો થઈ ગયો છે આપણી સરકાર બાપુ કોઈ દિવસ જાજો જોવા ત્યાં છોટાઉદેપુર થી અલીરાજપુર બાજુ વડોદરા થી છોટાઉદેપુર વિકાસ રોડે ચડ્યો છે બાપુ 🙏🙏🙏,Nilesh35111879,NOT,@username is still going to develop in Ahmedabad.,@username હજી અહમદાવાદ માં વિકાસ ફરે છે બાપુ 🙏અમારા છોટાઉદેપુર ના ગામડા માં તો વિકાસ થઈ ગાંડો થઈ ગયો છે આપણી સરકાર બાપુ કોઈ દિવસ જાજો જોવા ત્યાં છોટાઉદેપુર થી અલીરાજપુર બાજુ વડોદરા થી છોટાઉદેપુર વિકાસ રોડે ચડ્યો છે બાપુ 🙏🙏🙏 @username is still going to develop in Ahmedabad.
guj055,2023-05-19 15:59:27+00:00,@username સરકાર ચોર અને રિઝર્વ બેંક સરકાર ની ચમચા એટલે દેશ ને બર્બાદ,SaeedPa66801197,NOT,@username government thief and reserve bank government spoon,@username સરકાર ચોર અને રિઝર્વ બેંક સરકાર ની ચમચા એટલે દેશ ને બર્બાદ @username government thief and reserve bank government spoon
guj056,2023-05-28 05:37:08+00:00,@username સૂરજ ભડવો ભો####,veer_kathi,HOF,@username sun,@username સૂરજ ભડવો ભો#### @username sun
guj057,2023-03-26 01:27:44+00:00,"@username @username MLA બનવા માં તો જમાનત જપ્ત થઈ ગઈ, અને હાલી નીકળ્યો છે મોદીજી અને ગુજરાતીઓ ને ચોર કેહવા. 
આવું જ કરશો તો એકદિવસ લોકો આને મારીમારી ને ગુજરાત માંથી બહાર કાઢશે.",wish4u23,NOT,"@username @username MLA has been confiscated, and now Modi and Gujarat are thieves.
If you do this, one day people will kill this and get it out of Gujarat.","@username @username MLA બનવા માં તો જમાનત જપ્ત થઈ ગઈ, અને હાલી નીકળ્યો છે મોદીજી અને ગુજરાતીઓ ને ચોર કેહવા. 
આવું જ કરશો તો એકદિવસ લોકો આને મારીમારી ને ગુજરાત માંથી બહાર કાઢશે. @username @username MLA has been confiscated, and now Modi and Gujarat are thieves.
If you do this, one day people will kill this and get it out of Gujarat."
guj058,2023-05-19 16:39:50+00:00,@username ITI કરેલો ડોબો,jshah1071,HOF,@username ITI Dobo,@username ITI કરેલો ડોબો @username ITI Dobo
guj059,2023-05-26 08:27:42+00:00,"@username @username એમ તો કાયમ જ પેલા સ્વામિનારાયણ વાળા નવો પંથ લાવી ને નવા નવા પ્રોગ્રામ કરી ને ગુજરાતી ઓ ને બેવકૂફ બનાવતા જ રહે છે, હવે આ જુવાનિયા ને લોન્ચ કરવામાં આવ્યા છે. 
24 ની ચૂંટણી સુધી નો ખેલ છે.",SUVAAS1,NOT,"@username @username, forever, by bringing a new cult with Swaminarayan and performing new programs, it has been stupid, now this youth has been launched.
There is a game till 24 elections.","@username @username એમ તો કાયમ જ પેલા સ્વામિનારાયણ વાળા નવો પંથ લાવી ને નવા નવા પ્રોગ્રામ કરી ને ગુજરાતી ઓ ને બેવકૂફ બનાવતા જ રહે છે, હવે આ જુવાનિયા ને લોન્ચ કરવામાં આવ્યા છે. 
24 ની ચૂંટણી સુધી નો ખેલ છે. @username @username, forever, by bringing a new cult with Swaminarayan and performing new programs, it has been stupid, now this youth has been launched.
There is a game till 24 elections."
guj060,2023-05-27 09:21:54+00:00,@username આ પણ દેખાડ બે કોડી ના વહેંચાયેલા દલાલ. @url,KartikJ00342188,HOF,@username this is also a shared broker of two cod.@url,@username આ પણ દેખાડ બે કોડી ના વહેંચાયેલા દલાલ. @url @username this is also a shared broker of two cod.@url
guj061,2023-05-27 05:24:08+00:00,"મુજે લગા થાકી આધી દુનિયા ખત્મ હો જાયેગી,તો બચી હુઈ દુનિયા ખૂબ તરક્કી કરેગી. લેકિન ઇન્સાન અપને બિતે હુએ કલ કો જખ્મ કી તરહ ચાટતા હે,ઔર જબ તક એ બેવકૂફ લોગ બીતે હુએ કલ કો ભુલા નહિ શકતે એ કભી અપને આને વાલે કલ કો અપના નહિ શકતે.- Thanos (Marvel Cinematic Universe)",chaudhary_kamu,NOT,"If you are tired of the world, then the survivors are very shattered.But I could not forget that he could not forget the foolish log bite ko ko ko ka kal ko ko ko ko ko ko ka ka ko ko ko ko ko ka ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko","મુજે લગા થાકી આધી દુનિયા ખત્મ હો જાયેગી,તો બચી હુઈ દુનિયા ખૂબ તરક્કી કરેગી. લેકિન ઇન્સાન અપને બિતે હુએ કલ કો જખ્મ કી તરહ ચાટતા હે,ઔર જબ તક એ બેવકૂફ લોગ બીતે હુએ કલ કો ભુલા નહિ શકતે એ કભી અપને આને વાલે કલ કો અપના નહિ શકતે.- Thanos (Marvel Cinematic Universe) If you are tired of the world, then the survivors are very shattered.But I could not forget that he could not forget the foolish log bite ko ko ko ka kal ko ko ko ko ko ko ka ka ko ko ko ko ko ka ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko ko"
guj062,2023-05-27 09:54:13+00:00,"@username ગજબ ચૂતિયા લગ રહે હોં ગુરુ
@username @username @username @url",Sensual_Sanju,HOF,"@username is a jumble of guru
@username @username @username @url","@username ગજબ ચૂતિયા લગ રહે હોં ગુરુ
@username @username @username @url @username is a jumble of guru
@username @username @username @url"
guj063,2023-05-26 04:28:51+00:00,"ગધેડાં ને ગધેડા કહેવા માં સુ વાંધો 
આખી દુનિયા આપને ગાંડા ગણે છે . એમાં લાગણી નાં દુભાય.
એતો ખુશી નિ વાત છે @url",KajiNarendra,HOF,"Make it in calling donkeys and donkeys
The whole world considers you crazy.It does not hurt.
That's happiness @url","ગધેડાં ને ગધેડા કહેવા માં સુ વાંધો 
આખી દુનિયા આપને ગાંડા ગણે છે . એમાં લાગણી નાં દુભાય.
એતો ખુશી નિ વાત છે @url Make it in calling donkeys and donkeys
The whole world considers you crazy.It does not hurt.
That's happiness @url"
guj064,2023-05-25 10:28:29+00:00,"@username ઝી 24 કલાક ગુજરાતી ચેનલ..આવા વાહિયાત સવાલ શા માટે પોસ્ટ કરે એ પણ ઓપશન C તરીકે રાખવુ જરૂરી છે.
        વાહિયાત સવાલ કરનાર ચેનલ પણ વાહિયાત જ છે.
😜",NutanHaresh,HOF,"@username Zee 24 hours Gujarati Channel..This is also required to keep such an absurd question as an option C.
        Fucking questioning channel is also absurd.
😜","@username ઝી 24 કલાક ગુજરાતી ચેનલ..આવા વાહિયાત સવાલ શા માટે પોસ્ટ કરે એ પણ ઓપશન C તરીકે રાખવુ જરૂરી છે.
        વાહિયાત સવાલ કરનાર ચેનલ પણ વાહિયાત જ છે.
😜 @username Zee 24 hours Gujarati Channel..This is also required to keep such an absurd question as an option C.
        Fucking questioning channel is also absurd.
😜"
guj065,2023-05-27 06:51:12+00:00,@username @username અઘરી નોટ છે આ... એકદમ મૂર્ખ છે બસ એ ભાઈને એ વાતની ખબર નથી ...😄,RajeshRohit25,HOF,@username @username is a tough note. This is ... very stupid. The brother does not know it ... 😄,@username @username અઘરી નોટ છે આ... એકદમ મૂર્ખ છે બસ એ ભાઈને એ વાતની ખબર નથી ...😄 @username @username is a tough note. This is ... very stupid. The brother does not know it ... 😄
guj066,2023-05-24 10:34:01+00:00,"આજે તોરણ અને તુલસી વગર નુ આંગણું,
છાપરા અને દેશી નળીયા વગરનું આંગણું,

નથી ફળીયુ  નથી ઓટલો નથી ચુલો ,
નથી  ચોકડી અને પડથાર વગર નુ આંગણું ,

નથી ઇ ગોખલા નથી ઓસરી એ ટોડલા ,
બળદ ગાડા અને ગાય વિનાનું આંગણું...

#હોંકારો 
#ખોંખારો
#અલગારી_આત્મા @url",paresh_boricha7,NOT,"Today, without a toran and basil, the courtyard,
Roof and deserted courtyard,

Neither bleed
Not a quartet and no courtyard,

Not E Gokhala Aksari A Todla,
A bull cart and a cow without ...

#Hankaro
#
#Alien_ soul @url","આજે તોરણ અને તુલસી વગર નુ આંગણું,
છાપરા અને દેશી નળીયા વગરનું આંગણું,

નથી ફળીયુ  નથી ઓટલો નથી ચુલો ,
નથી  ચોકડી અને પડથાર વગર નુ આંગણું ,

નથી ઇ ગોખલા નથી ઓસરી એ ટોડલા ,
બળદ ગાડા અને ગાય વિનાનું આંગણું...

#હોંકારો 
#ખોંખારો
#અલગારી_આત્મા @url Today, without a toran and basil, the courtyard,
Roof and deserted courtyard,

Neither bleed
Not a quartet and no courtyard,

Not E Gokhala Aksari A Todla,
A bull cart and a cow without ...

#Hankaro
#
#Alien_ soul @url"
guj067,2023-05-19 17:09:17+00:00,"@username નક્કી તારી આજુબાજુ મા પેહલા કોઈ અબ્દુલ રહ્યો હશે તારા જન્મ પેહલા 🤣🤣
નહિ તો આવી બકવાસ વાત તારા મો થી ના થાય 🤣🤣
તું જ હવે ભૂતકાળ મા જઈ ને પોતાની અસલિયત જોઈ લેજે 🙄",Flying_titlii,HOF,"@username deciding on you before you have been abducted before you.
Otherwise, such a nonsense does not happen from your mouth.
You go to the past and see your reality.","@username નક્કી તારી આજુબાજુ મા પેહલા કોઈ અબ્દુલ રહ્યો હશે તારા જન્મ પેહલા 🤣🤣
નહિ તો આવી બકવાસ વાત તારા મો થી ના થાય 🤣🤣
તું જ હવે ભૂતકાળ મા જઈ ને પોતાની અસલિયત જોઈ લેજે 🙄 @username deciding on you before you have been abducted before you.
Otherwise, such a nonsense does not happen from your mouth.
You go to the past and see your reality."
guj068,2023-05-25 13:09:33+00:00,અર્થ: - જ્યારે હું થોડું જાણતો હતો ત્યારે હાથીની જેમ મદાન્ધ બની‌ ગયો. તે વખતે 'હું સર્વજ્ઞ છું' એ (વિચારે) મારું મન ઘમંડી બન્યું. જ્યારે ડાહ્યા માણસો પાસેથી કંઈક (જ્ઞાન) પ્રાપ્ત થયું ત્યારે 'હું મૂર્ખ છું' એમ (વિચારતાં) મારું ઘમંડ તાવની જેમ ઊતરી ગયું. (૮),nirmalpathak,NOT,"Meaning: - When I knew a little, he became like an elephant.At that time, 'I am omniscient' (think) my mind became arrogant.When I received something (knowledge) from the wise men, 'I am stupid' (thinking) my pride descended like a fever.(2)","અર્થ: - જ્યારે હું થોડું જાણતો હતો ત્યારે હાથીની જેમ મદાન્ધ બની‌ ગયો. તે વખતે 'હું સર્વજ્ઞ છું' એ (વિચારે) મારું મન ઘમંડી બન્યું. જ્યારે ડાહ્યા માણસો પાસેથી કંઈક (જ્ઞાન) પ્રાપ્ત થયું ત્યારે 'હું મૂર્ખ છું' એમ (વિચારતાં) મારું ઘમંડ તાવની જેમ ઊતરી ગયું. (૮) Meaning: - When I knew a little, he became like an elephant.At that time, 'I am omniscient' (think) my mind became arrogant.When I received something (knowledge) from the wise men, 'I am stupid' (thinking) my pride descended like a fever.(2)"
guj069,2023-05-26 12:34:34+00:00,@username @username @username નયન ભોશ મારી નો છે. ભડવો છે એક નંબર નો છક્કો.,chattansinh,HOF,@username @username @username Nayan Bhosh is my.There is a number of sixes.,@username @username @username નયન ભોશ મારી નો છે. ભડવો છે એક નંબર નો છક્કો. @username @username @username Nayan Bhosh is my.There is a number of sixes.
guj070,2023-05-21 06:33:53+00:00,"જુઢો એ કાળિયો કહે મુજ વગર એને કોઈ ના ફાવે.
ગોપીઓ સંગ રાસ રમે જોને ભોળીયો રંગ છે કેવો ઓઢે?
બોલ સખી જરા કોને કોને ગામમાં એણે છે છોડ્યો?
કોઈની મટકી ફોડિ, ને માખણ ચોર છે બન્યો.
પાછો કહે મારે લઇ દિલ નો ધબકાર છે વધ્યો?
- ભૂમિકા",Mutradifalfaz,NOT,"The knife does not say no one without me.
How is the color of Gopi Sang Ras playing?
Who has left the ball in the village?
Someone became a puddle, and a butter thief.
Tell me back, I have a heartbeat?
- role","જુઢો એ કાળિયો કહે મુજ વગર એને કોઈ ના ફાવે.
ગોપીઓ સંગ રાસ રમે જોને ભોળીયો રંગ છે કેવો ઓઢે?
બોલ સખી જરા કોને કોને ગામમાં એણે છે છોડ્યો?
કોઈની મટકી ફોડિ, ને માખણ ચોર છે બન્યો.
પાછો કહે મારે લઇ દિલ નો ધબકાર છે વધ્યો?
- ભૂમિકા The knife does not say no one without me.
How is the color of Gopi Sang Ras playing?
Who has left the ball in the village?
Someone became a puddle, and a butter thief.
Tell me back, I have a heartbeat?
- role"
guj071,2023-03-26 06:10:17+00:00,@username ચોકીદાર ચોર.,JayeshV18085769,HOF,@username watchman thief.,@username ચોકીદાર ચોર. @username watchman thief.
guj072,2023-05-26 08:52:15+00:00,"@username @username Gujarat નું અપમાન તો કોંગ્રેસીઓ રોજ કરે છે
ક્યારેક બધા ગુજરાતીઓને ચોર લહે છે
અંબાણી અદાની અમૂલ નો વિરોધ કરે છે કારણ
લે એ ગુજરાતી છે",raj869180,NOT,"@username @username Gujarat insults Congress every day
Sometimes all the Gujarati people are thieves
Ambani opposes Adani Amul
Le is Gujarati","@username @username Gujarat નું અપમાન તો કોંગ્રેસીઓ રોજ કરે છે
ક્યારેક બધા ગુજરાતીઓને ચોર લહે છે
અંબાણી અદાની અમૂલ નો વિરોધ કરે છે કારણ
લે એ ગુજરાતી છે @username @username Gujarat insults Congress every day
Sometimes all the Gujarati people are thieves
Ambani opposes Adani Amul
Le is Gujarati"
guj073,2023-05-26 09:45:01+00:00,"@username @username @username 9 વર્ષ મા ઉદ્યોગપતિઓ માલામાલ 
પ્રજા કંગાળ।",AshokBabariya8,NOT,"@username @username @username businessmen in 9 years
People are poor.","@username @username @username 9 વર્ષ મા ઉદ્યોગપતિઓ માલામાલ 
પ્રજા કંગાળ। @username @username @username businessmen in 9 years
People are poor."
guj074,2023-05-26 14:17:11+00:00,"@username આ ચૂતિયા ને ખબર પડતી નથી ને જ્ઞાન આપવા હેડ્યો આવે છે પાકિસ્તાની પ્રેમી,,ભ્રષ્ટ પરિવારનો ગુલામ.....",ppatel5005,HOF,"@username this Chutiya does not know and comes to give knowledge of Pakistani lover, a slave to a corrupt family .....","@username આ ચૂતિયા ને ખબર પડતી નથી ને જ્ઞાન આપવા હેડ્યો આવે છે પાકિસ્તાની પ્રેમી,,ભ્રષ્ટ પરિવારનો ગુલામ..... @username this Chutiya does not know and comes to give knowledge of Pakistani lover, a slave to a corrupt family ....."
guj075,2023-05-23 13:44:20+00:00,"@username હે પ્રભુ આવા દલાલ મીડિયા વારા કિયાથી આવે છે કાય ખબર નથી પડતી
આવા દલાલ મીડિયા વારા પેપરકાંડ,દમીકાંડ, બોગસડિગ્રી કાંડ જેવા મોટા મોટા કાંડ બહાર આવીયા તિયાંરે આ દલાલ મીડિયા વારા સરકારને સવાલ કરવાને બદલે ચૂપ રહીને દલાલી કરતા હતા
બાકી એક સમય હતોકે આખો દિવસ માઈક હાથમા લયને ફરતા",sureshn25559831,NOT,"@username Hey Lord does not know where such a broker media comes from
The big scandal like paper, Damikand, Bogsdigri scandal came out of such brokers.
The rest of the time was all day long moving in the mike hand","@username હે પ્રભુ આવા દલાલ મીડિયા વારા કિયાથી આવે છે કાય ખબર નથી પડતી
આવા દલાલ મીડિયા વારા પેપરકાંડ,દમીકાંડ, બોગસડિગ્રી કાંડ જેવા મોટા મોટા કાંડ બહાર આવીયા તિયાંરે આ દલાલ મીડિયા વારા સરકારને સવાલ કરવાને બદલે ચૂપ રહીને દલાલી કરતા હતા
બાકી એક સમય હતોકે આખો દિવસ માઈક હાથમા લયને ફરતા @username Hey Lord does not know where such a broker media comes from
The big scandal like paper, Damikand, Bogsdigri scandal came out of such brokers.
The rest of the time was all day long moving in the mike hand"
guj076,2023-05-25 17:30:00+00:00,"પારકી પંચાત : જાણો, ક્યાં શું રંધાઈ રહ્યું છે - જયેશ રાદડિયા સ્ટિયરિંગ સંભાળી શું સંકેત આપી રહ્યા છે?; AMCના પદાધિકારીઓ નિર્ણય લેતાં ડરે છે!; ગુલાબી નોટની ગરમીએ બેંકવાળાને પરસેવો વાળી દીધો! @url 
#Gujarat | #ParkiPanchat | #2000Note @url",Divya_Bhaskar,NOT,"Parki Panchayat: Learn where, what is going on - what are Jayesh Radadia signing steering?;AMC office bearers are afraid to decide!;The heat of the pink note sweats the bank!@url
#Gujarat |#Parkipanchat |#2000note @url","પારકી પંચાત : જાણો, ક્યાં શું રંધાઈ રહ્યું છે - જયેશ રાદડિયા સ્ટિયરિંગ સંભાળી શું સંકેત આપી રહ્યા છે?; AMCના પદાધિકારીઓ નિર્ણય લેતાં ડરે છે!; ગુલાબી નોટની ગરમીએ બેંકવાળાને પરસેવો વાળી દીધો! @url 
#Gujarat | #ParkiPanchat | #2000Note @url Parki Panchayat: Learn where, what is going on - what are Jayesh Radadia signing steering?;AMC office bearers are afraid to decide!;The heat of the pink note sweats the bank!@url
#Gujarat |#Parkipanchat |#2000note @url"
guj077,2023-05-25 18:07:15+00:00,@username તુ મહા ઢોંગી છે ચોર,imaandaar94,HOF,@username you are very hypocritical thief,@username તુ મહા ઢોંગી છે ચોર @username you are very hypocritical thief
guj078,2023-05-21 17:04:51+00:00,@username ગમે તે દેશ અને ભાષા હોય પરંતુ બાયડી તો બધે સ્વભાવ થી સરખી જ હોય... જુઓ સમજ્યા વગર ના કકળાટ નો બેસ્ટ નમુનો.... 🤣🤪😄😄😄 @url,anil_shah999,NOT,@username is whatever country and language but the bidy is the same everywhere in nature ... see the best sample of the crust without understanding .... @url,@username ગમે તે દેશ અને ભાષા હોય પરંતુ બાયડી તો બધે સ્વભાવ થી સરખી જ હોય... જુઓ સમજ્યા વગર ના કકળાટ નો બેસ્ટ નમુનો.... 🤣🤪😄😄😄 @url @username is whatever country and language but the bidy is the same everywhere in nature ... see the best sample of the crust without understanding .... @url
guj079,2023-05-27 00:47:19+00:00,"@username @username વિચારો પોલીસ પાસે કેટ કેટલા કામ પેન્ડિગ હશે,કેટલા ગુનાઓ શોધવાના બાકી હશે. આવા જરૂરી કામ છોડી ને એ બાબા ના બંદોબસ્ત માં પોલીસ ને વ્યસ્ત રાખવી કેટલી યોગ્ય?
પોલીસ કામ નથી કરતી કહેનાર લોકો આંખો ફાળો અને જુઓ પોલીસને નકામા કામો માંથી નવરી રહેવા દેય તો જરૂરી કામો કરે ને.🤔",shital_3029,NOT,"@username @username ideas police will have Cat pending, how many crimes would be to be discovered.How appropriate to keep the police busy in the settlement of Baba, leaving such necessary work?
People who do not work by the police contribute to their eyes and see if the police allow the police to stay away from the waste.","@username @username વિચારો પોલીસ પાસે કેટ કેટલા કામ પેન્ડિગ હશે,કેટલા ગુનાઓ શોધવાના બાકી હશે. આવા જરૂરી કામ છોડી ને એ બાબા ના બંદોબસ્ત માં પોલીસ ને વ્યસ્ત રાખવી કેટલી યોગ્ય?
પોલીસ કામ નથી કરતી કહેનાર લોકો આંખો ફાળો અને જુઓ પોલીસને નકામા કામો માંથી નવરી રહેવા દેય તો જરૂરી કામો કરે ને.🤔 @username @username ideas police will have Cat pending, how many crimes would be to be discovered.How appropriate to keep the police busy in the settlement of Baba, leaving such necessary work?
People who do not work by the police contribute to their eyes and see if the police allow the police to stay away from the waste."
guj080,2023-05-24 12:37:07+00:00,"🙏
જો માળા સોનાની હોય તો ચોર આવશે, પણ જો તુલસીની બનેલી હોય તો માખણ ચોર આવશે.",prataprathva31,NOT,"1
If the beads are gold then the thief will come, but if the basil is made, the butter will come.","🙏
જો માળા સોનાની હોય તો ચોર આવશે, પણ જો તુલસીની બનેલી હોય તો માખણ ચોર આવશે. 1
If the beads are gold then the thief will come, but if the basil is made, the butter will come."
guj081,2023-03-26 09:29:46+00:00,"રાહુલ ગાંધીનો અહંકાર મોટો અને સમજ નાની છે. પોતાના રાજનીતિક લાભ માટે તેમણે સમગ્ર OBC સમાજનું અપમાન કર્યું, તેઓને ચોર કહ્યાં. 
 
- રાષ્ટ્રીય અધ્યક્ષ શ્રી @username  જી @url",bharatsinhjibjp,HOF,"Rahul Gandhi's ego is big and understanding is small.He insulted the entire OBC society for his political gain, calling them a thief.
 
- National Chairman Mr. @username G @url","રાહુલ ગાંધીનો અહંકાર મોટો અને સમજ નાની છે. પોતાના રાજનીતિક લાભ માટે તેમણે સમગ્ર OBC સમાજનું અપમાન કર્યું, તેઓને ચોર કહ્યાં. 
 
- રાષ્ટ્રીય અધ્યક્ષ શ્રી @username  જી @url Rahul Gandhi's ego is big and understanding is small.He insulted the entire OBC society for his political gain, calling them a thief.
 
- National Chairman Mr. @username G @url"
guj082,2023-05-27 06:17:45+00:00,@username નવરી બજાર હોય એ જાય,pintoo9700,HOF,@username is a Navari market,@username નવરી બજાર હોય એ જાય @username is a Navari market
guj083,2023-05-22 08:05:51+00:00,@username તુ તારી વાત કર પારકી પંચાત રેવાદે,kiritsinh_17,HOF,@username you talk to you,@username તુ તારી વાત કર પારકી પંચાત રેવાદે @username you talk to you
guj084,2023-05-28 06:30:00+00:00,"પારકી પંચાત' - જુઓ સોમ થી શનિ બપોરે 3 વાગ્યે. દિવ્ય ભાસ્કર એપ પર.
#ParkiPanchat | #DivyaBhaskarApp
Download DivyaBhaskar App : @url @url",Divya_Bhaskar,NOT,"Parki Panchayat ' - See Mon to Saturday at 3pm.On the Divya Bhaskar app.
#Parkipanchat |#Divyabhaskarapp
Download Divyabhaskar App: @url @url","પારકી પંચાત' - જુઓ સોમ થી શનિ બપોરે 3 વાગ્યે. દિવ્ય ભાસ્કર એપ પર.
#ParkiPanchat | #DivyaBhaskarApp
Download DivyaBhaskar App : @url @url Parki Panchayat ' - See Mon to Saturday at 3pm.On the Divya Bhaskar app.
#Parkipanchat |#Divyabhaskarapp
Download Divyabhaskar App: @url @url"
guj085,2023-05-25 05:00:11+00:00,@username વાંદરો પણ સારો લાગે,TysonAurJibran,NOT,@username monkeys look good too,@username વાંદરો પણ સારો લાગે @username monkeys look good too
guj086,2023-05-28 09:24:02+00:00,"પોતાને વાહિયાત જાઓ, પુતિન!
(Gujarati)

#UkraineRussiaWar #UkraineUnderAttack #RussiaWarCrimes #PutinsWar",FuckPutinBot,HOF,"Fuck yourself, Putin!
(Gujarati)

#Ukrainerussiawar #ukrainunderattack #russiawarcrime #putinswar","પોતાને વાહિયાત જાઓ, પુતિન!
(Gujarati)

#UkraineRussiaWar #UkraineUnderAttack #RussiaWarCrimes #PutinsWar Fuck yourself, Putin!
(Gujarati)

#Ukrainerussiawar #ukrainunderattack #russiawarcrime #putinswar"
guj087,2023-03-25 12:16:46+00:00,@username @username @username @username @username રિંગ રોડ પુષ્પ હાઈટ ફ્લેટ ની બાજુ  વિઝીટ કરો લોકો કેવો કચરો નાખે છે બાજુ ની ખાલી જાગીયા પર રામોલ અને તળાવ પણ કેટલું ગંદું પાણી ના લીધે મચ્છર કેટલા છે આ નિરાકાર કોણ કરશે? @username @username @username,sid_zala,NOT,@username @username @username @username @username Ring Road Floral Hight Visit the side of Flat Flat.@username @username @username,@username @username @username @username @username રિંગ રોડ પુષ્પ હાઈટ ફ્લેટ ની બાજુ  વિઝીટ કરો લોકો કેવો કચરો નાખે છે બાજુ ની ખાલી જાગીયા પર રામોલ અને તળાવ પણ કેટલું ગંદું પાણી ના લીધે મચ્છર કેટલા છે આ નિરાકાર કોણ કરશે? @username @username @username @username @username @username @username @username Ring Road Floral Hight Visit the side of Flat Flat.@username @username @username
