post_id,text,translated,combined,predicted_label
task1a_test_798,@USER  @USER කැබිනට් එක තීරණය කරාට පෞද්ගලික අංශය එහෙම වැඩි කරන්නෙ නැහැ කිසිම පෞද්ගලික සමාගමකින්.,The decision to determine the @ser @ser cabinet is not the private sector from any private company.,@USER  @USER කැබිනට් එක තීරණය කරාට පෞද්ගලික අංශය එහෙම වැඩි කරන්නෙ නැහැ කිසිම පෞද්ගලික සමාගමකින්. The decision to determine the @ser @ser cabinet is not the private sector from any private company.,NOT
task1a_test_799,සක්කිලි හැත්ත.....මේ කොරෝනා ලෝකෙට බෝ කරලා නිසා බඩු රැස් කරා මදිවට දැන් තව fridge එකකුත් ගන්න වෙලා....හෙන ගහන්න ඕන කොරෝන මේ ලෝකෙට ඇති කරපු හැතිකරේට....,"The krokers ..... have a fridge to get into the world, and now to get the fridge to get into the world.","සක්කිලි හැත්ත.....මේ කොරෝනා ලෝකෙට බෝ කරලා නිසා බඩු රැස් කරා මදිවට දැන් තව fridge එකකුත් ගන්න වෙලා....හෙන ගහන්න ඕන කොරෝන මේ ලෝකෙට ඇති කරපු හැතිකරේට.... The krokers ..... have a fridge to get into the world, and now to get the fridge to get into the world.",HOF
task1a_test_800,අඩො අපිත් එක වසරෙදි කලා බං ! 󾌰󾌰 URL,We did the same year in one year!󾌰󾌰 URL,අඩො අපිත් එක වසරෙදි කලා බං ! 󾌰󾌰 URL We did the same year in one year!󾌰󾌰 URL,NOT
task1a_test_801,කවුද මේ මුන්.ගෑනුවගේ කතා කරන කැත.නෙදකින්.පොන්සියෝ.යකෝ මේ රටේ පිරිමින්ටත් ලැජ්ජයි.බඩුවක් වගේ...ගායකයෙක් වෙන්න... URL,Who is the man.,කවුද මේ මුන්.ගෑනුවගේ කතා කරන කැත.නෙදකින්.පොන්සියෝ.යකෝ මේ රටේ පිරිමින්ටත් ලැජ්ජයි.බඩුවක් වගේ...ගායකයෙක් වෙන්න... URL Who is the man.,HOF
task1a_test_802,|￣￣￣￣￣￣￣￣￣￣￣| | කෝ පකෝ සමානාත්මතාවේ? |  |__________________________|            \ (•◡•) /  \ (•_•) /              \         /      \ • • /                 ---           ---                |•|•|         | v |              _|  |  |_     _|    |_,| ¯¯¯¯¯¯¯¯¯¯¯ | ||Where is the equality?|| __________________________ |\ (◡ •) / ◡ (◡ •) / \ (• \ (• _ •) / \ / \ • • • / - - - - - - - | - | ||v |_ | ||| _ _ || _,|￣￣￣￣￣￣￣￣￣￣￣| | කෝ පකෝ සමානාත්මතාවේ? |  |__________________________|            \ (•◡•) /  \ (•_•) /              \         /      \ • • /                 ---           ---                |•|•|         | v |              _|  |  |_     _|    |_ | ¯¯¯¯¯¯¯¯¯¯¯ | ||Where is the equality?|| __________________________ |\ (◡ •) / ◡ (◡ •) / \ (• \ (• _ •) / \ / \ • • • / - - - - - - - | - | ||v |_ | ||| _ _ || _,HOF
task1a_test_803,Remixes these days   ඒක් ලඩ්කී කෝ දේකා තෝ ඒසා ලගා   පූජා කරන්නම් මලක් ඔයා නමින් ඉන්නවාටත් වඩා ඉන්න සතුටින් හොන්දින්,Remoxes Thees EK Lady Mock De A sa Laga Thero is happier than you are in the name of you,Remixes these days   ඒක් ලඩ්කී කෝ දේකා තෝ ඒසා ලගා   පූජා කරන්නම් මලක් ඔයා නමින් ඉන්නවාටත් වඩා ඉන්න සතුටින් හොන්දින් Remoxes Thees EK Lady Mock De A sa Laga Thero is happier than you are in the name of you,NOT
task1a_test_804,පැය තුනක් විතර තඩි freezerයක් ඇතුලට වෙලා විනාඩි දහයෙන් දහයට ගල් වෙලා තියෙන ඇගිලි හෝද හෝද රත් කරගෙන tamarind sorbet එක frozen මැංගුස් ලෙල්ල ඇතුලට දාන එක තමා මට තිබ්බෙ.සීතලෙ කිඹුහුං ඇර ඇර හොටු එනවට facemask දාගෙන හෙනම ලොකු වැඩක් වගේ වැඩේ කලේ වැඩේ හොදට උනා මතක හැටියට lunch එකෙ plate,"About three hours in a paddy freezer, I had to keep the frozen, the frozen, and failed to come to the frozen.the plate of lunch","පැය තුනක් විතර තඩි freezerයක් ඇතුලට වෙලා විනාඩි දහයෙන් දහයට ගල් වෙලා තියෙන ඇගිලි හෝද හෝද රත් කරගෙන tamarind sorbet එක frozen මැංගුස් ලෙල්ල ඇතුලට දාන එක තමා මට තිබ්බෙ.සීතලෙ කිඹුහුං ඇර ඇර හොටු එනවට facemask දාගෙන හෙනම ලොකු වැඩක් වගේ වැඩේ කලේ වැඩේ හොදට උනා මතක හැටියට lunch එකෙ plate About three hours in a paddy freezer, I had to keep the frozen, the frozen, and failed to come to the frozen.the plate of lunch",NOT
task1a_test_805,@USER පිස්සා දන්නෙ නෑලු එයාට පිස්සු කියලා.. වටේ ඉන්න උන්ට පිස්සු කියලාලු එයාට හිතෙන්නෙ.. ඉතින් ඒ හින්දා ඔයාට අවදානමක් නෑ මගේ හිතෙ..,"@Ser Pisza knows her crazy, he thinks crazy, he thinks you risk.","@USER පිස්සා දන්නෙ නෑලු එයාට පිස්සු කියලා.. වටේ ඉන්න උන්ට පිස්සු කියලාලු එයාට හිතෙන්නෙ.. ඉතින් ඒ හින්දා ඔයාට අවදානමක් නෑ මගේ හිතෙ.. @Ser Pisza knows her crazy, he thinks crazy, he thinks you risk.",NOT
task1a_test_806,@USER නැවෙන්ද ඩොලර් ටික ගේන්නේ? මීට වියත් රෝහිත රත්ත්‍රරන්,@User's ship bring down dollars?Rohitha Ratharan,@USER නැවෙන්ද ඩොලර් ටික ගේන්නේ? මීට වියත් රෝහිත රත්ත්‍රරන් @User's ship bring down dollars?Rohitha Ratharan,NOT
task1a_test_807,"@USER ඒක නිසාම තමයි ආප්ප කාලා රෙද්ද උස්සන් රනිල්ගේ තුරුලට ගියේ, මූට ලැජ්ජ නෑනේ තව මෙහෙම කියන්න.","That was why @ser was the only way to the rapported hoppers, and not shy.","@USER ඒක නිසාම තමයි ආප්ප කාලා රෙද්ද උස්සන් රනිල්ගේ තුරුලට ගියේ, මූට ලැජ්ජ නෑනේ තව මෙහෙම කියන්න. That was why @ser was the only way to the rapported hoppers, and not shy.",HOF
task1a_test_808,ට්‍රම්පච්චි ගෙ කතා නම් පට්ට.. නාකියි කියල කියන්න බෑ.. ලෙසට දෙනවා..ඉතිං,"Tampachchi's speeches are pattie. Naki can't say, Naki cannot say, Give it","ට්‍රම්පච්චි ගෙ කතා නම් පට්ට.. නාකියි කියල කියන්න බෑ.. ලෙසට දෙනවා..ඉතිං Tampachchi's speeches are pattie. Naki can't say, Naki cannot say, Give it",HOF
task1a_test_809,රෙද්ද කුණු අවුස්සන්නැතුව පලයන්කෝ මගුල,Fucking f fuels for cloth frigeting,රෙද්ද කුණු අවුස්සන්නැතුව පලයන්කෝ මගුල Fucking f fuels for cloth frigeting,NOT
task1a_test_810,@USER  @USER FB එකේ පේජ් වලින් දාන පෝස්ට් උස්සලා මේකෙ දාලා පකයා වෙන්න හදන මෝඩ හුත්තලා දැන් ඒකෙ එවුන්ට බනිනවා ඔටු ලබ්බා හොදින් කතා කරාම පුකේ අරින්න එනවා,"The stupid hazards of the page of @ser @ser fb the stupid hampers of this is now baking it to the silver, the camel's well talked to the puke","@USER  @USER FB එකේ පේජ් වලින් දාන පෝස්ට් උස්සලා මේකෙ දාලා පකයා වෙන්න හදන මෝඩ හුත්තලා දැන් ඒකෙ එවුන්ට බනිනවා ඔටු ලබ්බා හොදින් කතා කරාම පුකේ අරින්න එනවා The stupid hazards of the page of @ser @ser fb the stupid hampers of this is now baking it to the silver, the camel's well talked to the puke",HOF
task1a_test_811,@USER  @USER    කව්ද ඒ අහන්නෙ. ඒ තමයි අපෙ සෝස් එක. උගෙන් තමයි අපි වස්තු බිජ්ජ ගන්නෙ.,@Ser @user who's listening.That is our sauce.That is that we are shamed the objects.,@USER  @USER    කව්ද ඒ අහන්නෙ. ඒ තමයි අපෙ සෝස් එක. උගෙන් තමයි අපි වස්තු බිජ්ජ ගන්නෙ. @Ser @user who's listening.That is our sauce.That is that we are shamed the objects.,HOF
task1a_test_812,ඒ.. දැන් මෙහෙම සින්දුවක් ඇහුණනේ...   සාරි පොටේ.. සාරි පොටේ... පස්ස කසා ගන්න කෙනෙක් නෑ නේ අනේ..... කොල්ලා මගේ..... URL,"That's a song ... Sari Poten, Sari Poten, no one to be met, please say the boy ..... URL","ඒ.. දැන් මෙහෙම සින්දුවක් ඇහුණනේ...   සාරි පොටේ.. සාරි පොටේ... පස්ස කසා ගන්න කෙනෙක් නෑ නේ අනේ..... කොල්ලා මගේ..... URL That's a song ... Sari Poten, Sari Poten, no one to be met, please say the boy ..... URL",NOT
task1a_test_813,අපිනන් උදේම නැගිටල හුජ්ජ කර්ල බිජ්ජ හොලෝනවා.. ඔහෙල කවදා ගන්නද ඒ ආතල්,An opening morning in the morning riding in the morning and herself to pick up the oil.,අපිනන් උදේම නැගිටල හුජ්ජ කර්ල බිජ්ජ හොලෝනවා.. ඔහෙල කවදා ගන්නද ඒ ආතල් An opening morning in the morning riding in the morning and herself to pick up the oil.,HOF
task1a_test_814,@USER  බුද්ධි අංශ මෛත්‍රී ජනපති ලග තිබු බව සියලුම මශ්‍රී ලාංකිකයන් දනී. සිරස TV දැන්වත් ජනපති හරි කියා ඔබගේ නෙව්ස් වල දමා තමුන්ගේ හෙළුව පෙන්වීමෙන් වලකින්න,All Sri Lankans know that Maithree presented the presence of Buddhi Rajapaksa.Do not in your newers that Sirasa TV is right now or the President's OK,@USER  බුද්ධි අංශ මෛත්‍රී ජනපති ලග තිබු බව සියලුම මශ්‍රී ලාංකිකයන් දනී. සිරස TV දැන්වත් ජනපති හරි කියා ඔබගේ නෙව්ස් වල දමා තමුන්ගේ හෙළුව පෙන්වීමෙන් වලකින්න All Sri Lankans know that Maithree presented the presence of Buddhi Rajapaksa.Do not in your newers that Sirasa TV is right now or the President's OK,NOT
task1a_test_815,@USER අමුඩය ඇදන් ඉන්න එකාට හෙලුවෙන් ඉදගෙන උපදෙස් දීම.,@Suer visit and giving counsel to the waiting to be drawn.,@USER අමුඩය ඇදන් ඉන්න එකාට හෙලුවෙන් ඉදගෙන උපදෙස් දීම. @Suer visit and giving counsel to the waiting to be drawn.,HOF
task1a_test_816,@USER ලංකාවෙ ලොකුම ගැටලුවක් ඔන්න සර් විසඳුවා..කන්න නෑ..ජොබ් නෑ..බඩුමිළ අහස උසට..ඒවා අවුලක් නැහැ..සෞභාග්‍යයේ දැක්මෙ හැටි එහෙමයි..,@User's biggest problem in Sri Lanka.,@USER ලංකාවෙ ලොකුම ගැටලුවක් ඔන්න සර් විසඳුවා..කන්න නෑ..ජොබ් නෑ..බඩුමිළ අහස උසට..ඒවා අවුලක් නැහැ..සෞභාග්‍යයේ දැක්මෙ හැටි එහෙමයි.. @User's biggest problem in Sri Lanka.,NOT
task1a_test_817,@USER අර තෙරුණිද මොකක්ද කියලා ඉන්නේ. කතාවක මම හිතන්නේ. Twitter බැලුවත් Instagram බැලුවත් ඔක්කොම තියෙන්නේ ඒකිගේ ඒවා. පිස්සු මුන්ට,"@Suer's what's about it.I think in a story.Even though Twitter looked at Twitter, it's all that's.Crazy rat","@USER අර තෙරුණිද මොකක්ද කියලා ඉන්නේ. කතාවක මම හිතන්නේ. Twitter බැලුවත් Instagram බැලුවත් ඔක්කොම තියෙන්නේ ඒකිගේ ඒවා. පිස්සු මුන්ට @Suer's what's about it.I think in a story.Even though Twitter looked at Twitter, it's all that's.Crazy rat",HOF
task1a_test_818,අහිංසක කොල්ලොන්ගේ ජීවිත විනාශ කරන්න එපා අයියේ.... ඕවා හෙණ කැත වැඩ.. ජරා වැඩ කරන්න එපා අයියේ.. ලස්සන සුදු කොල්ලෙක්ව නේද ඒ SS ගහල ට්වීට් දාල විනාශ කරේ. @USER,Do not destroy the lives of innocent boys ....@User,අහිංසක කොල්ලොන්ගේ ජීවිත විනාශ කරන්න එපා අයියේ.... ඕවා හෙණ කැත වැඩ.. ජරා වැඩ කරන්න එපා අයියේ.. ලස්සන සුදු කොල්ලෙක්ව නේද ඒ SS ගහල ට්වීට් දාල විනාශ කරේ. @USER Do not destroy the lives of innocent boys ....@User,NOT
task1a_test_819,පි1:මිනිහට මාසෙකට සැරයක් ඉස්පිරිතාලෙන් ඇවිත් බේත් විදිනවා පිස්සු වලට පි2:එහෙන තමුසෙටත් ඇවිත් විදින්න එපායෑ පි1:අපිට මොන හු**ටද විහිදින්නේ,"P1: Come on a month and base on the hospital, and then Come on, Whatever Hyperfilled We Are Worth, Whate 1","පි1:මිනිහට මාසෙකට සැරයක් ඉස්පිරිතාලෙන් ඇවිත් බේත් විදිනවා පිස්සු වලට පි2:එහෙන තමුසෙටත් ඇවිත් විදින්න එපායෑ පි1:අපිට මොන හු**ටද විහිදින්නේ P1: Come on a month and base on the hospital, and then Come on, Whatever Hyperfilled We Are Worth, Whate 1",HOF
task1a_test_820,@USER ඒත් පොඩ්ඩක් ඇවිල්ලා ගියානං නරකෙයි?  රෙද්ද.,@Ser but a little bit come in the way?Cloth.,@USER ඒත් පොඩ්ඩක් ඇවිල්ලා ගියානං නරකෙයි?  රෙද්ද. @Ser but a little bit come in the way?Cloth.,NOT
task1a_test_821,උඹලට බැරිද මේ මුළු රටම එක ඔප්පුවකින් කාට හරි එකපාරම විකුණලා දාන්න. පොන්න පක්කු රට කනවා,Can't you can't sell this whole country with one deed.Eat the country of Pakku,උඹලට බැරිද මේ මුළු රටම එක ඔප්පුවකින් කාට හරි එකපාරම විකුණලා දාන්න. පොන්න පක්කු රට කනවා Can't you can't sell this whole country with one deed.Eat the country of Pakku,HOF
task1a_test_822,@USER මේවාට කොහෙන් හිනා වෙන්නද මන්දා,@Uuseer laugh on these and the gala,@USER මේවාට කොහෙන් හිනා වෙන්නද මන්දා @Uuseer laugh on these and the gala,NOT
task1a_test_823,මම සමලිංගික සහ මම ඒ ඔබ මට සාපවේවා සියල්ල මට කියවන්න මායාකාරියන් ආදරේ ගෙම්බන් ගණිකාවන් ජීවත් මෙය කොර කියවා ඇති ඒ සඳහා මට පස්ස දෙන්න කැමති,I'm gay and i casual me everything you casually read me everything and you would like to follow the lame of the embryo,මම සමලිංගික සහ මම ඒ ඔබ මට සාපවේවා සියල්ල මට කියවන්න මායාකාරියන් ආදරේ ගෙම්බන් ගණිකාවන් ජීවත් මෙය කොර කියවා ඇති ඒ සඳහා මට පස්ස දෙන්න කැමති I'm gay and i casual me everything you casually read me everything and you would like to follow the lame of the embryo,NOT
task1a_test_824,@USER කුක්කගෙ රටට කුක්ක යනව,@User cooking is gone,@USER කුක්කගෙ රටට කුක්ක යනව @User cooking is gone,HOF
task1a_test_825,@USER  @USER පිස්සා? ඉබ්බාගමුවේ ගොන් බුරැච්චි... පුත්තලම් බුරැවෝ හොදයි මෙවුන්ට වඩා..,@Ser @user pizza?The Ibbagamage bi-Buraychi ... Puttalam burwos well is better than these.,@USER  @USER පිස්සා? ඉබ්බාගමුවේ ගොන් බුරැච්චි... පුත්තලම් බුරැවෝ හොදයි මෙවුන්ට වඩා.. @Ser @user pizza?The Ibbagamage bi-Buraychi ... Puttalam burwos well is better than these.,HOF
task1a_test_826,එස් එම් එස් පෙන්නාපං වට්ස් ඇප් එක ඔන් කරපං  චැට් බොක්ස් එක පෙන්නාපං ස්පීකර් ෆෝන් එක දාපං   ෂෝර්ට් ස්කර්ට්ස් විසි කරපං ෂෝස් දැමිලි නවත්තපං චීස් සිනා කට් කරපං   ස්වීට් හාර්ට් ලෙස ඉඳපං  කොටු පනින්න මට දීපං  මගෙ වගතුග නොඅසාපං මං ජේලර් බව දැනගං තොගෙ කූඩුවෙ තෝ ඉඳපං  සෙප්‍රනෝ ඔකියෝපියර්ස්  @USER  · 10 Dec 2017 මං ගැන විතරක් හිතපං අයිතිය මගෙ බව හිතපං  පත්තිනි චරිතය රැකපං  එළි වෙනකං හොටු පෙරපං   ඉන්නේ කොතනද කියපං  කවුරුත් එක්කද කියපං  ඌට ෆෝන් එක දීපං  දැන් ඔය ඇති කට වහපං   ~උපුටා ගැනීමක්~ කතෲට සියලු ගෞරවය හිමිවිය යුතුය...,"Shleaker Box on the Sweet Box of Sweut Schut Stop Total Stop Stop Stop Stop Stop Stop Stop Stop       Too Simpini's phone to Say, it is all about to say that the role of Pattini is not just about the right of Pattini to say that it is about me to be right about me.","එස් එම් එස් පෙන්නාපං වට්ස් ඇප් එක ඔන් කරපං  චැට් බොක්ස් එක පෙන්නාපං ස්පීකර් ෆෝන් එක දාපං   ෂෝර්ට් ස්කර්ට්ස් විසි කරපං ෂෝස් දැමිලි නවත්තපං චීස් සිනා කට් කරපං   ස්වීට් හාර්ට් ලෙස ඉඳපං  කොටු පනින්න මට දීපං  මගෙ වගතුග නොඅසාපං මං ජේලර් බව දැනගං තොගෙ කූඩුවෙ තෝ ඉඳපං  සෙප්‍රනෝ ඔකියෝපියර්ස්  @USER  · 10 Dec 2017 මං ගැන විතරක් හිතපං අයිතිය මගෙ බව හිතපං  පත්තිනි චරිතය රැකපං  එළි වෙනකං හොටු පෙරපං   ඉන්නේ කොතනද කියපං  කවුරුත් එක්කද කියපං  ඌට ෆෝන් එක දීපං  දැන් ඔය ඇති කට වහපං   ~උපුටා ගැනීමක්~ කතෲට සියලු ගෞරවය හිමිවිය යුතුය... Shleaker Box on the Sweet Box of Sweut Schut Stop Total Stop Stop Stop Stop Stop Stop Stop Stop       Too Simpini's phone to Say, it is all about to say that the role of Pattini is not just about the right of Pattini to say that it is about me to be right about me.",HOF
task1a_test_827,අයියෝ යහපාලනය ? තුක් නොදකින් URL,Oya good governance?URL in the not gau,අයියෝ යහපාලනය ? තුක් නොදකින් URL Oya good governance?URL in the not gau,HOF
task1a_test_828,"පාර්ලිමේන්තුවේදී ""විප්ලවවාදී අනුර කුමාරගේ විප්ලවවාදී සදාචාරය රෙද්ද පල්ලෙන් බේරීම !"" #ජේවීපී #ජෙප්පෝ #lka #sriLanka #Colombo  @USER  @USER   @USER  @USER","In Parliament, ""Rescue of Revolutionary Morality of Revolutionary Morality!""","පාර්ලිමේන්තුවේදී ""විප්ලවවාදී අනුර කුමාරගේ විප්ලවවාදී සදාචාරය රෙද්ද පල්ලෙන් බේරීම !"" #ජේවීපී #ජෙප්පෝ #lka #sriLanka #Colombo  @USER  @USER   @USER  @USER In Parliament, ""Rescue of Revolutionary Morality of Revolutionary Morality!""",HOF
task1a_test_829,ඉම්රාන් ඛාන්ට පුළුවන් නම් ඇයි සංගක්කාරට බැරි... සාමන්‍ය පෙල අසමත් උන්ට දේශපාලන දැනුමක් තියෙනව නම්... නීතිඥයෙක්ට ලොවක් මවිත කල කිරුලක් කරා රටක් ගෙන ගිය නායකයෙක්ට මේ රට මේ කාලකණ්ණි කමින්  මුදා ගන්න බැරිද...? වටිනා මිනිසෙකු රටට අවශ්‍යම කාලයයි මේ....,"If Imran Khan can fail ... If you have a political knowledge, there is a leader who has taken a country to a stranger to a stranger ...This is the time of a valuable man needs the country ...","ඉම්රාන් ඛාන්ට පුළුවන් නම් ඇයි සංගක්කාරට බැරි... සාමන්‍ය පෙල අසමත් උන්ට දේශපාලන දැනුමක් තියෙනව නම්... නීතිඥයෙක්ට ලොවක් මවිත කල කිරුලක් කරා රටක් ගෙන ගිය නායකයෙක්ට මේ රට මේ කාලකණ්ණි කමින්  මුදා ගන්න බැරිද...? වටිනා මිනිසෙකු රටට අවශ්‍යම කාලයයි මේ.... If Imran Khan can fail ... If you have a political knowledge, there is a leader who has taken a country to a stranger to a stranger ...This is the time of a valuable man needs the country ...",HOF
task1a_test_830,@USER  Bn උනත් කමක් නෑ ඉන්න රටක් තියෙනව නම්,If there is a country where @suer bn is nominated,@USER  Bn උනත් කමක් නෑ ඉන්න රටක් තියෙනව නම් If there is a country where @suer bn is nominated,NOT
task1a_test_831,"දෙමළ සන්ධානය තහනම් කර, පර දෙමළ සක්කිලි මන්ත්‍රීවරුන් ඉන්දීයාවට පිටූවහල්  කරනූ",TNA prohibited and extinguished Indian Skkily MPs,"දෙමළ සන්ධානය තහනම් කර, පර දෙමළ සක්කිලි මන්ත්‍රීවරුන් ඉන්දීයාවට පිටූවහල්  කරනූ TNA prohibited and extinguished Indian Skkily MPs",HOF
task1a_test_832,මේ වේස නලේ හැම හුත්තවල්ම මේකස්සට ගේනවා.. කාමරයක් අස්කරන අතරතුර ඇන්ටියක් සිය පොඩි වුන් ටිකට එසේ බනින්නීය.. අමතර සුත්තක් මටද ඉල්ලාගත හැකිනම් මනාය.,"All these tube brutally bring about all the hurricanes. Ant a little bit of the small ones, when I can ask for a smile.","මේ වේස නලේ හැම හුත්තවල්ම මේකස්සට ගේනවා.. කාමරයක් අස්කරන අතරතුර ඇන්ටියක් සිය පොඩි වුන් ටිකට එසේ බනින්නීය.. අමතර සුත්තක් මටද ඉල්ලාගත හැකිනම් මනාය. All these tube brutally bring about all the hurricanes. Ant a little bit of the small ones, when I can ask for a smile.",HOF
task1a_test_833,පෙලක් උන් කෑල්ල අත ඇරියම ඒකි බඩුව කියනවා..ඕකනන් ඕනි එකෙක්ට ටෝක් කරලා ගහත හැකිය කියනවා.. උන්ගේ කීමවල් අහලා ඒවගේ ඒවට ගහන්න ගියානම් අපේ ඇට දැන් මුං ඇට වෙන්න තැලිලා..,"Aerieki, Aerie, says that one is the piece of the piece. If we ask Eve and wear Eve, our bones are now going to gran.","පෙලක් උන් කෑල්ල අත ඇරියම ඒකි බඩුව කියනවා..ඕකනන් ඕනි එකෙක්ට ටෝක් කරලා ගහත හැකිය කියනවා.. උන්ගේ කීමවල් අහලා ඒවගේ ඒවට ගහන්න ගියානම් අපේ ඇට දැන් මුං ඇට වෙන්න තැලිලා.. Aerieki, Aerie, says that one is the piece of the piece. If we ask Eve and wear Eve, our bones are now going to gran.",HOF
task1a_test_834,"දෙන් බනින වචන තියනවනෙ,හරකා,බල්ලා,ගොනා,රිලවා,රිලවි ඔයවගෙ දෑන් ඔකට අලුතෙන් එකතුවෙලා තියන වචනය තමඉ චෙත්‍රාල් සොමපල","There are gestures, Harakata, dog, bull, Relva, Relley Oya","දෙන් බනින වචන තියනවනෙ,හරකා,බල්ලා,ගොනා,රිලවා,රිලවි ඔයවගෙ දෑන් ඔකට අලුතෙන් එකතුවෙලා තියන වචනය තමඉ චෙත්‍රාල් සොමපල There are gestures, Harakata, dog, bull, Relva, Relley Oya",NOT
task1a_test_835,@USER වනචරයා කොකටුවා ගස් පත්තෑයා  හෝතම්බුවා නරි කුකුලා ගොටුකල හුක#නා කොකාකෝලා පො#නයා බෝතල් බි#ජා හොට දිග පිළිහුඩුවා  පොතු හැර කබරගොයා දළඹු හුක#නා වේ# උණහපුලුවා  පුත්තලන් හිකනලා රංග ශ්‍රී,@Ser forestry Dutuvu trees' Taumbua Tuwatu Tuwatu bugs # Naa Bottles B # Naye Cologu B # Naye Cologi Loads Puttalam Hikanala Theater,@USER වනචරයා කොකටුවා ගස් පත්තෑයා  හෝතම්බුවා නරි කුකුලා ගොටුකල හුක#නා කොකාකෝලා පො#නයා බෝතල් බි#ජා හොට දිග පිළිහුඩුවා  පොතු හැර කබරගොයා දළඹු හුක#නා වේ# උණහපුලුවා  පුත්තලන් හිකනලා රංග ශ්‍රී @Ser forestry Dutuvu trees' Taumbua Tuwatu Tuwatu bugs # Naa Bottles B # Naye Cologu B # Naye Cologi Loads Puttalam Hikanala Theater,HOF
task1a_test_836,@USER  @USER මගෙ මල යකා අවුස්ස නොගෙන කටපියන් ඉන්නවද පැන්ඩෙ..  ඒකි වටේ ඉන්න එකියක් නෙවෙයිනෙ...ඒකි මගේ මම ඒකි එක්ක යනව..,"@Ser @user laws, don't get away with the knocks without any kills.","@USER  @USER මගෙ මල යකා අවුස්ස නොගෙන කටපියන් ඉන්නවද පැන්ඩෙ..  ඒකි වටේ ඉන්න එකියක් නෙවෙයිනෙ...ඒකි මගේ මම ඒකි එක්ක යනව.. @Ser @user laws, don't get away with the knocks without any kills.",NOT
task1a_test_837,අනුරපුරේ ජය ශ්‍රී මහා බෝධින් වහන්සේ අභියස අහිංසක මිනිස්සු ඝාතනය කල කොටින් ගේ 'එල්ලාලන්' බලකායත් එක්ක TNA හදපු කාලකණ්ණි *ලංකාවේ හමුදාපති* තීරණය කරන්න හදනවා  අරෙහෙ එකෙක් මැරෙනවා රණවිරුවන්ගේ කකුල් ලෙව කනවලූ ජීවිතේ පූජා කරනවලූ  *එ'ත් මේවාට කතා නෑ*  පට්ට තක්කඩි  පුදුම රටක් මේක නම් !,TNA to decide TNA to decide in the Anuradhapura Jaya JayapuraThis is!,අනුරපුරේ ජය ශ්‍රී මහා බෝධින් වහන්සේ අභියස අහිංසක මිනිස්සු ඝාතනය කල කොටින් ගේ 'එල්ලාලන්' බලකායත් එක්ක TNA හදපු කාලකණ්ණි *ලංකාවේ හමුදාපති* තීරණය කරන්න හදනවා  අරෙහෙ එකෙක් මැරෙනවා රණවිරුවන්ගේ කකුල් ලෙව කනවලූ ජීවිතේ පූජා කරනවලූ  *එ'ත් මේවාට කතා නෑ*  පට්ට තක්කඩි  පුදුම රටක් මේක නම් ! TNA to decide TNA to decide in the Anuradhapura Jaya JayapuraThis is!,HOF
task1a_test_838,මේව දැකල පණ පලයන් ලබන සුමානෙ.... සංස්කෘතිය බිම පෙරලගෙන කියහංකෝ.... :v URL,Sumana ...,මේව දැකල පණ පලයන් ලබන සුමානෙ.... සංස්කෘතිය බිම පෙරලගෙන කියහංකෝ.... :v URL Sumana ...,NOT
task1a_test_839,මේ හිවලෙක් වෙනසක් කරන්න ඇවිත් මුලු රටම කෑව.නොදකින් මුස්පේන්තුවා. URL,This fox came to make a difference and ate the whole country.URL,මේ හිවලෙක් වෙනසක් කරන්න ඇවිත් මුලු රටම කෑව.නොදකින් මුස්පේන්තුවා. URL This fox came to make a difference and ate the whole country.URL,HOF
task1a_test_840,@USER  @USER බොරුනම් බිග් ඩොගී ගෙන් අහන්න  ඩිලන්තයා හෙන වැඩ්ඩා  @USER  @USER,Listen to @ser @ser Boggo,@USER  @USER බොරුනම් බිග් ඩොගී ගෙන් අහන්න  ඩිලන්තයා හෙන වැඩ්ඩා  @USER  @USER Listen to @ser @ser Boggo,NOT
task1a_test_841,අර පොඩි කෙල්ල මරපු එකාගේ අම්මට..... එවන් වේසිගෙ පුතෙක් වැදු අම්මාට.....එක්කෝ වැඩක් නෑ නොදකින් ඕකගේ පරම්පරාවම හැදී ගෑවිලා යන්න ඕනි #SriLanka,The mother of that little girl was killed by such a son ...,අර පොඩි කෙල්ල මරපු එකාගේ අම්මට..... එවන් වේසිගෙ පුතෙක් වැදු අම්මාට.....එක්කෝ වැඩක් නෑ නොදකින් ඕකගේ පරම්පරාවම හැදී ගෑවිලා යන්න ඕනි #SriLanka The mother of that little girl was killed by such a son ...,HOF
task1a_test_842,ඒ අස්සේ එකෙක් ඩී එම් කරලා ලප බැල්ලි කියලා.   ඩීපිය සූම් කරන්න ගියෙ මොනෝත්තකටද පකෝ,A d m made a lop titten.Go to the monote,ඒ අස්සේ එකෙක් ඩී එම් කරලා ලප බැල්ලි කියලා.   ඩීපිය සූම් කරන්න ගියෙ මොනෝත්තකටද පකෝ A d m made a lop titten.Go to the monote,HOF
task1a_test_843,"එහෙම එකෙක් නැත්නම් සෙට් එකේ මැටි හරකා ඔබය "" @USER : හැම සෙට් එකකම එක මැටි හරකෙක් සිටී..""","If not, you are clay at the set, ""@user: every clay cow is one clay cow.""","එහෙම එකෙක් නැත්නම් සෙට් එකේ මැටි හරකා ඔබය "" @USER : හැම සෙට් එකකම එක මැටි හරකෙක් සිටී.."" If not, you are clay at the set, ""@user: every clay cow is one clay cow.""",NOT
